name,manufacturer,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,is_toddler_safe
Pocky double choco,PT. Glico Indonesia,4 g,240.0,4.0,29.0,12.0,9.0,0.0,0.0,11.16,6.67,8.92,17.91,0.0,0.0,0.0,0.0,9.0,12.0,18.0,0.0,True
Mie sedap instan kari spesial,Tidak Diketahui,3 g,130.0,8.0,47.0,14.0,3.0,1060.0,3.0,16.28,13.33,14.46,20.9,70.67,0.0,71.0,0.0,0.0,0.0,0.0,0.0,False
Jasjus Rasa Lemon,PT. Karunia Alam Segar,0 g,25.0,0.0,6.0,0.0,5.0,15.0,0.0,1.16,0.0,1.85,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,True
"Telur ayam kampung, segar",Tidak Diketahui,0.90 g,174.0,10.8,1.2,14.0,0.0,190.0,0.0,8.09,18.0,0.37,20.9,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Sagu rendang,Tidak Diketahui,1 g,364.0,0.1,90.5,0.2,0.0,42.0,1.9,16.93,0.17,27.85,0.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Silverqueen Crispy with Milk Chocolate,PT. Perusahaan Industri Ceres,4 g,170.0,4.0,15.0,10.0,11.0,35.0,0.0,7.91,6.67,4.62,14.93,2.33,0.0,0.0,7.0,0.0,8.0,15.0,0.0,True
Sukun tua,Tidak Diketahui,1 g,126.0,1.6,24.5,0.2,0.0,25.0,1.5,5.86,2.67,7.54,0.3,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Kacang belimbing (kecipir), kering",Tidak Diketahui,4.20 g,400.0,34.4,34.1,16.9,0.0,37.0,10.7,18.6,57.33,10.49,25.22,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Lapis legit,Tidak Diketahui,0.90 g,389.0,6.6,55.5,15.7,0.0,0.0,0.5,18.09,11.0,17.08,23.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Wijen,mentah",Tidak Diketahui,5.80 g,568.0,19.3,18.1,51.1,0.0,18.0,3.6,26.42,32.17,5.57,76.27,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Susu Ultra Milk Rasa Stroberi,"PT. Ultrajaya Milk Industry, Tbk",6 g,30.0,6.0,22.0,3.5,17.0,50.0,0.0,6.51,10.0,6.77,5.22,3.33,13.0,0.0,10.0,0.0,0.0,0.0,0.0,False
Agar-agar double swallow sun,Tidak Diketahui,6 g,25.0,0.0,6.0,0.0,0.0,10.0,6.0,1.16,0.0,1.85,0.0,0.67,0.0,1.0,0.0,2.0,2.0,0.0,0.0,True
Cocoa powder Van Houten,PT. Ceres Bandung,6 g,120.0,6.0,15.0,4.0,0.0,0.0,0.0,5.58,10.0,4.62,5.97,0.0,0.0,0.0,10.0,0.0,6.0,6.0,0.0,True
"Jambu bool, segar",Tidak Diketahui,0.80 g,49.0,2.3,9.6,0.2,0.0,1.0,3.5,2.28,3.83,2.95,0.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Tiwul,Tidak Diketahui,1.60 g,353.0,2.4,83.4,1.1,0.0,5.0,6.5,16.42,4.0,25.66,1.64,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Nissin Longer Stick Biscuits,Tidak Diketahui,2 g,50.0,2.0,21.0,6.0,5.0,85.0,0.0,6.98,3.33,6.46,8.96,5.67,20.0,0.0,0.0,0.0,7.0,9.0,0.0,True
Nasi coklat,Tidak Diketahui,2.30 g,112.0,2.3,23.5,0.8,0.0,0.0,0.0,5.21,3.83,7.23,1.19,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,True
Chicki Taro Net rasa BBQ,PT. Putra Taro Paloma,1 g,90.0,1.0,15.0,2.5,0.0,200.0,0.0,4.19,1.67,4.62,3.73,13.33,0.0,14.0,0.0,5.0,5.0,0.0,0.0,True
Saladstop Jai Ho,Tidak Diketahui,7.10 g,324.9,22.3,28.3,14.3,8.4,355.3,7.1,15.11,37.17,8.71,21.34,23.69,0.0,24.0,38.0,0.0,0.0,0.0,24.0,True
Chocodrink,PT. Karunia Alam Segar,2 g,20.0,2.0,23.0,2.5,18.0,100.0,0.0,5.58,3.33,7.08,3.73,6.67,0.0,7.0,0.0,8.0,6.0,0.0,0.0,False
"Asam masak pohon, segar",Tidak Diketahui,2.70 g,267.0,2.8,62.5,0.6,0.0,9.0,1.2,12.42,4.67,19.23,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Bayam rebus,Tidak Diketahui,1 g,23.0,1.2,3.7,0.6,0.0,16.0,1.1,1.07,2.0,1.14,0.9,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Kelio telur, masakan",Tidak Diketahui,1.40 g,193.0,10.6,9.7,12.4,0.0,540.0,0.0,8.98,17.67,2.98,18.51,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Tahu,Tidak Diketahui,1.40 g,80.0,10.9,0.8,4.7,0.0,2.0,0.1,3.72,18.17,0.25,7.01,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Sariroti roti tawar double soft,PT. Nippon Indosari corporindo Tbk,3 g,140.0,4.0,23.0,3.0,1.0,105.0,3.0,6.51,6.67,7.08,4.48,7.0,0.0,7.0,0.0,8.0,0.0,0.0,10.0,True
Mcdonald Triple cheeseburger,PT.Rekso Nasional Food,2 g,520.0,32.0,36.0,28.0,7.0,0.0,2.0,24.19,53.33,11.08,41.79,0.0,0.0,0.0,54.0,0.0,25.0,42.0,0.0,True
Sagu singkong kering,Tidak Diketahui,0.30 g,362.0,0.5,86.9,0.3,0.0,0.0,0.0,16.84,0.83,26.74,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Indomie Hype Abis Seblak Hot Jeletot,Tidak Diketahui,7 g,360.0,7.0,44.0,17.0,0.0,1190.0,0.0,16.74,11.67,13.54,25.37,79.33,0.0,80.0,0.0,0.0,17.0,26.0,0.0,False
Monde Boromon Cookies milk flavour,PT. Monde Mahkota Biskuit,0 g,0.0,0.0,18.0,0.0,5.0,10.0,0.0,3.72,0.0,5.54,0.0,0.67,0.0,0.0,0.0,6.0,0.0,0.0,0.0,True
Frisian flag belgian chocolate low fat,PT. Frisian Flag Indonesia,7 g,150.0,7.0,25.0,2.5,19.0,100.0,0.0,6.98,11.67,7.69,3.73,6.67,0.0,0.0,12.0,8.0,7.0,0.0,0.0,False
Subway classic tuna sandwich,Tidak Diketahui,2 g,470.0,20.0,41.0,25.0,5.0,0.0,2.0,21.86,33.33,12.62,37.31,0.0,0.0,0.0,34.0,0.0,22.0,38.0,0.0,True
Eskrim Magnum classic,PT. Andrawina Darma Manunggal Mulya,4 g,240.0,3.0,30.0,13.0,18.0,0.0,4.0,11.16,5.0,9.23,19.4,0.0,0.0,0.0,0.0,0.0,12.0,20.0,14.0,False
Keripik tempe,Tidak Diketahui,2.30 g,581.0,12.1,41.7,40.6,0.0,0.0,2.2,27.02,20.17,12.83,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Susu Bubuk,Tidak Diketahui,5.70 g,513.0,24.6,36.2,30.0,0.0,380.0,0.0,23.86,41.0,11.14,44.78,25.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Jangang bintatoeng, masakan",Tidak Diketahui,2.40 g,107.0,5.3,16.5,2.2,0.0,482.0,0.0,4.98,8.83,5.08,3.28,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Golden Farm french fries,PT. Sukanda djaya,3 g,170.0,3.0,29.0,4.5,0.0,0.0,0.0,7.91,5.0,8.92,6.72,0.0,0.0,0.0,0.0,9.0,8.0,7.0,0.0,True
"Telur ayam ras bagian kuning, segar",Tidak Diketahui,1.70 g,355.0,16.3,0.7,31.9,0.0,111.0,0.0,16.51,27.17,0.22,47.61,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Ayam,hati,segar",Tidak Diketahui,1.50 g,261.0,27.4,1.6,16.1,0.0,1068.0,0.0,12.14,45.67,0.49,24.03,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Bakso ikan,Tidak Diketahui,11.27 g,107.0,11.27,11.72,1.23,0.0,255.0,0.0,4.98,18.78,3.61,1.84,17.0,0.0,17.0,19.0,0.0,5.0,0.0,0.0,True
Yogurt frozen pinkberry (Medium),Tidak Diketahui,0 g,240.0,9.0,50.0,0.0,47.0,0.0,0.0,11.16,15.0,15.38,0.0,0.0,0.0,0.0,15.0,16.0,12.0,0.0,0.0,False
PRONAS Classic chunky corned beef (340 g),PT. CANNING INDONESIAN PRODUCTS,2 g,70.0,8.0,2.0,3.5,0.0,410.0,2.0,3.26,13.33,0.62,5.22,27.33,8.0,28.0,14.0,0.0,0.0,0.0,0.0,False
Sayur lebui,Tidak Diketahui,0.90 g,64.0,2.1,12.5,0.6,0.0,124.0,5.7,2.98,3.5,3.85,0.9,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Indomie rasa soto lamongan,PT. Indofood CBP Sukses Makmur Tbk.,6 g,130.0,10.0,48.0,14.0,4.0,1030.0,6.0,16.74,16.67,14.77,20.9,68.67,35.0,69.0,0.0,0.0,0.0,21.0,0.0,False
"Jali, mentah",Tidak Diketahui,1 g,324.0,11.0,61.0,4.0,0.0,24.0,3.1,15.07,18.33,18.77,5.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Elle vire yogurt,PT. Sukanda djaya,0.40 g,90.0,2.3,13.0,3.1,11.0,0.0,0.4,4.19,3.83,4.0,4.63,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,True
Markisa squash,Tidak Diketahui,0.20 g,217.0,2.5,49.6,1.0,0.0,14.0,0.0,10.09,4.17,15.26,1.49,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Putu sopa,Tidak Diketahui,0.80 g,215.0,3.3,41.1,4.1,0.0,0.0,0.0,10.0,5.5,12.65,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
pop mie rasa soto ayam dengan nasi,PT. Indofood CBP Sukses Makmur Tbk.,3 g,250.0,7.0,48.0,15.0,5.0,1320.0,3.0,11.63,11.67,14.77,22.39,88.0,0.0,88.0,0.0,15.0,0.0,23.0,0.0,False
Geblek,Tidak Diketahui,1.40 g,195.0,0.4,44.4,1.7,0.0,353.0,3.6,9.07,0.67,13.66,2.54,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Agar-agar swallow globe brand,Tidak Diketahui,8 g,20.0,0.0,8.0,0.0,0.0,0.0,8.0,0.93,0.0,2.46,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,True
Permen Xylitol fresh mint,Tidak Diketahui,0 g,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.47,0.0,0.92,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True
"Gambas (oyong), segar",Tidak Diketahui,0.40 g,19.0,0.8,4.1,0.2,0.0,23.0,1.3,0.88,1.33,1.26,0.3,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Nasi tim,Tidak Diketahui,0.20 g,120.0,3.4,26.0,0.4,0.0,0.0,0.5,5.58,5.67,8.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Sei reuboh, masakan",Tidak Diketahui,2.20 g,474.0,11.2,11.7,42.5,0.0,677.0,0.0,22.05,18.67,3.6,63.43,45.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Buah merah,Tidak Diketahui,0.40 g,87.0,2.6,13.1,2.7,0.0,110.0,4.0,4.05,4.33,4.03,4.03,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Subway steak and cheese sandwich,Tidak Diketahui,2 g,360.0,24.0,43.0,10.0,5.0,0.0,2.0,16.74,40.0,13.23,14.93,0.0,0.0,0.0,40.0,0.0,17.0,15.0,0.0,True
"Beras hitam, mentah",Tidak Diketahui,0.90 g,351.0,8.0,76.9,1.3,0.0,15.0,20.1,16.33,13.33,23.66,1.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
"Apang kukus, kue",Tidak Diketahui,0.50 g,202.0,3.0,46.7,0.3,0.0,0.0,0.0,9.4,5.0,14.37,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Talas viqueque, segar",Tidak Diketahui,1.20 g,115.0,1.8,25.9,0.5,0.0,1.0,8.6,5.35,3.0,7.97,0.75,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Indofood Kecap Manis (135 ml),Tidak Diketahui,0 g,45.0,0.0,11.0,0.0,9.0,240.0,0.0,2.09,0.0,3.38,0.0,16.0,0.0,16.0,0.0,4.0,3.0,0.0,0.0,True
Tanderloin,Tidak Diketahui,20.53 g,151.0,20.53,0.01,7.63,0.0,0.0,0.0,7.02,34.22,0.0,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Golden Farm frozen pea,PT. Sukanda djaya,7 g,90.0,7.0,12.0,1.0,3.0,0.0,0.0,4.19,11.67,3.69,1.49,0.0,0.0,0.0,12.0,4.0,5.0,0.0,0.0,True
White Anchovy Powder,Tidak Diketahui,3 g,15.0,3.0,0.0,0.0,0.0,70.0,0.0,0.7,5.0,0.0,0.0,4.67,0.0,5.0,5.0,0.0,0.0,0.0,0.0,True
Beef yakiniku,Tidak Diketahui,0.80 g,132.0,9.8,20.7,1.1,0.0,409.0,0.3,6.14,16.33,6.37,1.64,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
"Asam arang coklat, segar",Tidak Diketahui,1.40 g,130.0,0.5,30.9,1.1,0.0,13.0,1.5,6.05,0.83,9.51,1.64,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Mie Sedaap Instant Rasa Soto 75 g,PT. Karunia Alam Segar,2 g,340.0,8.0,46.0,13.0,3.0,1030.0,2.0,15.81,13.33,14.15,19.4,68.67,30.0,69.0,0.0,0.0,0.0,20.0,0.0,False
"Kacang gude, biji kering",Tidak Diketahui,4.20 g,316.0,20.7,58.0,1.0,0.0,16.0,4.6,14.7,34.5,17.85,1.49,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Entrasol Quick Start Chia Seeds,PT.Sanghiang perkasa,1 g,130.0,2.0,22.0,3.5,12.0,105.0,1.0,6.05,3.33,6.77,5.22,7.0,10.0,7.0,0.0,7.0,0.0,0.0,0.0,True
Ketupat kandangan,Tidak Diketahui,0.70 g,109.0,2.2,13.4,5.2,0.0,0.0,0.0,5.07,3.67,4.12,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Hickory smoked BBQ  (classic wings),Tidak Diketahui,1 g,171.0,15.0,8.0,8.0,7.0,0.0,1.0,7.95,25.0,2.46,11.94,0.0,0.0,0.0,25.0,0.0,8.0,12.0,0.0,True
Susu bubuk dancow fullcream,PT. Nestle Indonesia,0 g,120.0,5.0,13.0,6.0,0.0,90.0,0.0,5.58,8.33,4.0,8.96,6.0,18.0,0.0,9.0,0.0,0.0,9.0,0.0,True
Roma sari gandum,PT. Mayora Indah Tbk.,2 g,100.0,2.0,13.0,4.0,3.0,0.0,0.0,4.65,3.33,4.0,5.97,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,True
"Bihun jagung, mentah",Tidak Diketahui,0.50 g,354.0,0.5,87.4,0.3,0.0,49.0,3.0,16.47,0.83,26.89,0.45,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Cuka,Tidak Diketahui,0.30 g,21.0,0.1,5.0,0.1,0.0,21.0,0.0,0.98,0.17,1.54,0.15,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Gadung kukus,Tidak Diketahui,0.80 g,88.0,0.6,20.9,0.3,0.0,6.0,0.9,4.09,1.0,6.43,0.45,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Akar tonjong, segar",Tidak Diketahui,1 g,45.0,1.1,10.8,0.4,0.0,96.0,1.2,2.09,1.83,3.32,0.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Lemon, segar",Tidak Diketahui,0.30 g,34.0,0.5,6.2,0.8,0.0,31.0,0.1,1.58,0.83,1.91,1.19,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Sariroti Sandwich kacang,PT. Nippon Indosari corporindo Tbk,2 g,140.0,5.0,18.0,6.0,2.0,135.0,2.0,6.51,8.33,5.54,8.96,9.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,True
"Model, masakan",Tidak Diketahui,1.30 g,79.0,2.2,8.6,4.0,0.0,147.0,0.0,3.67,3.67,2.65,5.97,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Ikan Bawal, segar",Tidak Diketahui,1.30 g,91.0,19.0,0.0,1.7,0.0,129.0,0.0,4.23,31.67,0.0,2.54,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Tauco cap meong,Tidak Diketahui,6.70 g,159.0,7.4,21.3,4.9,0.0,1547.0,1.6,7.4,12.33,6.55,7.31,103.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
donat Krispy kreme oreo chocolate cream,Tidak Diketahui,1 g,390.0,4.0,49.0,21.0,27.0,0.0,1.0,18.14,6.67,15.08,31.34,0.0,0.0,0.0,0.0,16.0,19.0,32.0,0.0,False
Khong guan malkist sayur,Tidak Diketahui,2 g,100.0,2.0,14.0,4.0,0.0,120.0,0.0,4.65,3.33,4.31,5.97,8.0,0.0,8.0,0.0,0.0,5.0,6.0,0.0,True
Kerupuk udang goreng,Tidak Diketahui,1.90 g,477.0,4.7,68.5,20.5,0.0,449.0,5.0,22.19,7.83,21.08,30.6,29.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
"Steamed Dumpling, Chiu Chow Style",Tidak Diketahui,1.90 g,92.0,1.9,13.0,3.5,0.0,220.0,0.0,4.28,3.17,4.0,5.22,14.67,0.0,15.0,0.0,0.0,5.0,6.0,0.0,True
Mi kering,Tidak Diketahui,1.40 g,339.0,10.0,6.3,1.7,0.0,760.0,0.4,15.77,16.67,1.94,2.54,50.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Taoge seduh,Tidak Diketahui,0.30 g,28.0,3.0,4.0,0.8,0.0,18.0,1.0,1.3,5.0,1.23,1.19,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
bebelac gold,Tidak Diketahui,2 g,50.0,6.0,24.0,6.0,17.0,75.0,2.0,7.91,10.0,7.38,8.96,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
"Daun leunca, segar",Tidak Diketahui,1.70 g,49.0,4.7,8.1,0.5,0.0,0.0,0.0,2.28,7.83,2.49,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Daun gedi kecil, segar",Tidak Diketahui,2 g,61.0,3.2,10.4,0.7,0.0,20.0,3.4,2.84,5.33,3.2,1.04,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Cimory yogurt set,PT. Cisaura mountain dairy,3 g,100.0,3.0,16.0,2.5,11.0,0.0,0.0,4.65,5.0,4.92,3.73,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,True
"Kacang kedelai, kering",Tidak Diketahui,5.50 g,381.0,40.4,24.9,16.7,0.0,210.0,3.2,17.72,67.33,7.66,24.93,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Jagung kuning pipil, kering, mentah",Tidak Diketahui,2.40 g,366.0,9.8,69.1,7.3,0.0,5.0,2.2,17.02,16.33,21.26,10.9,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Royco kaldu ayam,PT. Unilever Indonesia,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Tempe kacang babi,Tidak Diketahui,1.20 g,139.0,12.5,21.9,0.8,0.0,0.0,1.8,6.47,20.83,6.74,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Dairy queen mocha moolatte,Tidak Diketahui,1 g,580.0,10.0,88.0,22.0,77.0,0.0,1.0,26.98,16.67,27.08,32.84,0.0,0.0,0.0,0.0,28.0,27.0,33.0,0.0,False
SUP KRIM AYAM ROYCO,Tidak Diketahui,2 g,50.0,2.0,0.0,1.0,0.0,710.0,0.0,2.33,3.33,0.0,1.49,47.33,0.0,48.0,4.0,0.0,3.0,0.0,0.0,False
Sarimi Kaldu Ayam,Tidak Diketahui,2 g,320.0,4.0,45.0,12.0,11.0,670.0,2.0,14.88,6.67,13.85,17.91,44.67,30.0,45.0,0.0,0.0,0.0,18.0,0.0,False
"Daun pakis wambateu, segar",Tidak Diketahui,1.30 g,53.0,3.4,7.2,1.2,0.0,20.0,4.8,2.47,5.67,2.22,1.79,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Koro kerupuk, biji",Tidak Diketahui,1.70 g,125.0,8.3,22.1,0.7,0.0,16.0,2.2,5.81,13.83,6.8,1.04,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Daun bebuas, segar",Tidak Diketahui,1.10 g,41.0,2.7,7.3,1.0,0.0,0.0,2.1,1.91,4.5,2.25,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Jeruk garut-keprok,Tidak Diketahui,0.70 g,44.0,0.8,10.9,0.3,0.0,5.0,1.6,2.05,1.33,3.35,0.45,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Kue gelang,Tidak Diketahui,1 g,448.0,5.8,70.0,16.1,0.0,0.0,0.0,20.84,9.67,21.54,24.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Sariroti Roti tawar,PT. Nippon Indosari corporindo Tbk,1 g,200.0,7.0,37.0,3.0,2.0,280.0,1.0,9.3,11.67,11.38,4.48,18.67,0.0,19.0,12.0,12.0,0.0,0.0,0.0,True
Hangop/Butter milk/Whey,Tidak Diketahui,1.50 g,65.0,10.0,3.5,1.0,0.0,126.0,0.0,3.02,16.67,1.08,1.49,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Bagea kenari asin,Tidak Diketahui,1.30 g,529.0,3.2,63.6,29.1,0.0,74.0,0.0,24.6,5.33,19.57,43.43,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Keripik bayam,Tidak Diketahui,1.90 g,586.0,4.9,50.2,40.6,0.0,0.0,0.5,27.26,8.17,15.45,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Coklat silverqueen chunky almond bar,PT. Petra food indonesia,3 g,170.0,3.0,15.0,11.0,12.0,0.0,0.0,7.91,5.0,4.62,16.42,0.0,0.0,0.0,5.0,0.0,8.0,17.0,0.0,True
RITZ Creackers Original (isis 3 pack),PT. Mondelez International,2 g,140.0,2.0,20.0,6.0,0.0,115.0,0.0,6.51,3.33,6.15,8.96,7.67,18.0,8.0,0.0,0.0,0.0,9.0,0.0,True
Ichitan Thai Milk Tea,Tidak Diketahui,6 g,45.0,2.0,24.0,5.0,17.0,130.0,6.0,6.98,3.33,7.38,7.46,8.67,225.0,9.0,0.0,0.0,0.0,0.0,20.0,False
Indomie mi goreng,PT. Indofood CBP Sukses Makmur Tbk.,2 g,130.0,8.0,54.0,14.0,8.0,1070.0,2.0,13.95,13.33,16.62,20.9,71.33,35.0,72.0,0.0,0.0,0.0,21.0,0.0,False
Pop Ice Moccacino,PT. Forisa Nusapersada,1 g,15.0,1.0,22.0,1.5,15.0,30.0,0.0,5.12,1.67,6.77,2.24,2.0,8.0,0.0,0.0,7.0,6.0,0.0,0.0,False
Cokelat pasta,PT. Diamond Cold Storage,2 g,130.0,2.0,32.0,14.0,21.0,30.0,0.0,12.09,3.33,9.85,20.9,2.0,40.0,0.0,0.0,0.0,13.0,21.0,0.0,False
Kacang kedelai segar,Tidak Diketahui,4.10 g,286.0,30.2,30.1,15.6,0.0,28.0,2.9,13.3,50.33,9.26,23.28,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Ubi jalar tinta / kemayung kukus,Tidak Diketahui,0.60 g,165.0,0.9,39.8,0.2,0.0,1.0,1.1,7.67,1.5,12.25,0.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Buah kom, segar",Tidak Diketahui,1.70 g,264.0,4.0,59.6,1.1,0.0,0.0,9.0,12.28,6.67,18.34,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Frisian flag cokelat (kental manis),PT. Frisian Flag Indonesia,1 g,135.0,1.0,23.0,4.5,19.0,0.0,0.0,6.28,1.67,7.08,6.72,0.0,0.0,0.0,0.0,8.0,7.0,7.0,0.0,False
Bagea kelapa manis,Tidak Diketahui,1.30 g,452.0,1.3,80.6,13.8,0.0,75.0,0.0,21.02,2.17,24.8,20.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Jagung muda, kening, mentah",Tidak Diketahui,0.90 g,147.0,5.1,31.5,0.7,0.0,5.0,1.3,6.84,8.5,9.69,1.04,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Keremes,Tidak Diketahui,2.10 g,475.0,1.6,64.4,25.2,0.0,0.0,2.1,22.09,2.67,19.82,37.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Paria putih, segar",Tidak Diketahui,0.60 g,19.0,1.0,3.6,0.4,0.0,5.0,1.3,0.88,1.67,1.11,0.6,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Minyak zaitun,Tidak Diketahui,0 g,884.0,0.0,0.0,100.0,0.0,7.0,0.0,41.12,0.0,0.0,149.25,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Soto pemalang, masakan",Tidak Diketahui,1.70 g,75.0,3.6,3.5,5.2,0.0,0.0,0.0,3.49,6.0,1.08,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Beras giling, mentah",Tidak Diketahui,0.80 g,357.0,8.4,77.1,1.7,0.0,27.0,0.2,16.6,14.0,23.72,2.54,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
"Gulai asam keueung, masakan",Tidak Diketahui,1.70 g,52.0,10.0,1.8,0.5,0.0,332.0,0.0,2.42,16.67,0.55,0.75,22.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Pundut nasi,Tidak Diketahui,1.10 g,104.0,1.9,15.1,4.1,0.0,74.0,0.4,4.84,3.17,4.65,6.12,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Vodka,Tidak Diketahui,0.46 g,43.0,0.46,3.55,0.0,0.0,0.0,0.0,2.0,0.77,1.09,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,True
Pop Ice Mangga,PT. Forisa Nusapersada,1 g,15.0,1.0,22.0,1.5,15.0,15.0,0.0,5.12,1.67,6.77,2.24,1.0,0.0,0.0,0.0,7.0,6.0,3.0,0.0,False
Sardines dalam kaleng,Tidak Diketahui,3.80 g,338.0,21.1,1.0,27.0,0.0,0.0,0.0,15.72,35.17,0.31,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
